,location,size,total_sqft,bath,price,bhk,price_per_sqft
11538,Canara Bank Colony,3 BHK,1250.0,2.0,77.13,3,6170.4
11539,Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700.7240547063557
11540,Kanakpura Road,3 BHK,1452.0,3.0,60.98,3,4199.724517906336
11541,Ittamadu,3 BHK,1475.0,3.0,75.0,3,5084.745762711865
11542,Electronic City,2 BHK,1353.0,2.0,75.0,2,5543.2372505543235
11543,Maruthi Sevanagar,4 Bedroom,2100.0,3.0,210.0,4,10000.0
11544,Electronics City Phase 1,3 BHK,1750.0,3.0,58.0,3,3314.285714285714
11545,Whitefield,4 Bedroom,4800.0,4.0,550.0,4,11458.333333333334
11546,Sahakara Nagar,2 BHK,1270.0,2.0,96.0,2,7559.055118110236
11547,Battarahalli,4 Bedroom,2700.0,3.0,75.0,4,2777.777777777778
11548,8th Phase JP Nagar,4 Bedroom,1200.0,4.0,270.0,4,22500.0
11549,Thanisandra,4 BHK,2695.0,4.0,188.0,4,6975.881261595548
11550,Hessarghatta,3 BHK,1330.0,3.0,65.0,3,4887.2180451127815
11551,Electronic City,2 BHK,660.0,1.0,18.0,2,2727.2727272727275
11552,BTM 2nd Stage,2 BHK,1400.0,2.0,90.0,2,6428.571428571428
11553,Gubbalala,4 BHK,4000.0,5.0,195.0,4,4875.0
11554,Kanakpura Road,3 BHK,1700.0,3.0,75.0,3,4411.764705882353
11555,Kasavanhalli,2 BHK,1585.0,2.0,90.0,2,5678.233438485804
11556,Kothanur,3 BHK,1385.0,3.0,67.0,3,4837.545126353791
11557,Electronic City,2 BHK,1128.0,2.0,67.0,2,5939.7163120567375
11558,Whitefield,4 Bedroom,60.0,4.0,218.0,4,363333.3333333333
11559,1Kasavanhalli,18 Bedroom,1200.0,18.0,200.0,18,16666.666666666668
11560,HSR Layout,2 BHK,1203.0,2.0,60.0,2,4987.5311720698255
11561,Mallasandra,2 BHK,905.0,2.0,35.0,2,3867.403314917127
11562,Hennur Road,3 BHK,1450.0,3.0,79.0,3,5448.275862068966
11563,Varthur,2 BHK,1105.0,2.0,38.0,2,3438.914027149321
11564,Channasandra,2 Bedroom,1200.0,2.0,46.13,2,3844.1666666666665
11565,Jalahalli,3 BHK,1530.0,2.0,89.0,3,5816.993464052288
11566,Whitefield,2 BHK,1105.0,2.0,35.4,2,3203.6199095022625
11567,Dasarahalli,2 BHK,1333.0,2.0,78.56,2,5893.473368342085
11568,Hongasandra,2 BHK,1065.0,2.0,45.0,2,4225.352112676056
11570,Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700.7240547063557
11571,Old Madras Road,3 BHK,1530.0,3.0,76.34,3,4989.5424836601305
11572,Margondanahalli,2 Bedroom,1200.0,2.0,65.0,2,5416.666666666667
11573,Whitefield,2 BHK,1270.0,2.0,94.0,2,7401.574803149606
11574,Bellandur,3 BHK,1830.0,3.0,89.0,3,4863.3879781420765
11575,Chandapura,2 BHK,900.0,2.0,35.0,2,3888.8888888888887
11576,Attibele,4 Bedroom,2400.0,2.0,250.0,4,10416.666666666666
11577,Varsova Layout,6 Bedroom,7000.0,6.0,560.0,6,8000.0
11578,Bannerghatta Road,3 BHK,1450.0,2.0,78.0,3,5379.310344827586
11579,J C Nagar,3 BHK,1525.0,3.0,65.0,3,4262.295081967213
11580,Mahalakshmi Layout,2 BHK,1080.0,2.0,67.0,2,6203.7037037037035
11581,Bagalur Main Road,2 BHK,1220.0,2.0,72.0,2,5901.639344262295
11582,Begur Road,2 BHK,1200.0,2.0,44.4,2,3700.0
11583,Bommanahalli,2 BHK,1355.0,2.0,73.17,2,5400.0
11584,R.T. Nagar,3 Bedroom,2400.0,3.0,348.0,3,14500.0
11585,Govindapura,2 BHK,1500.0,2.0,60.0,2,4000.0
11586,Koramangala,2 BHK,1355.0,2.0,95.0,2,7011.070110701107
11587,Electronic City,2 BHK,1070.0,2.0,57.0,2,5327.102803738318
11588,CV Raman Nagar,3 BHK,1980.0,4.0,180.0,3,9090.90909090909
11589,Bommasandra,2 BHK,842.0,2.0,30.0,2,3562.9453681710215
11590,Bannerghatta Road,1 BHK,700.0,1.0,31.2,1,4457.142857142857
11591,Doddakammanahalli,3 BHK,2500.0,4.0,65.0,3,2600.0
11592,"Kanakapura Road, ",3 Bedroom,1884.0,3.0,95.0,3,5042.462845010616
11593,Dena Bank Colony,2 BHK,1100.0,2.0,75.0,2,6818.181818181818
11594,Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,40.54,2,3389.632107023411
11595,Budigere,3 BHK,1820.0,3.0,85.0,3,4670.32967032967
11596,Basavanapura,8 Bedroom,1200.0,8.0,145.0,8,12083.333333333334
11597,Thanisandra,2 BHK,1185.0,2.0,43.5,2,3670.8860759493673
11598,Varthur,3 BHK,2145.0,3.0,170.0,3,7925.407925407925
11599,Whitefield,2 BHK,1220.0,2.0,89.0,2,7295.081967213115
11600,Whitefield,2 BHK,1116.0,2.0,51.91,2,4651.433691756272
11601,6th Phase JP Nagar,2 BHK,1192.0,2.0,75.0,2,6291.946308724832
11602,Marathahalli,3 BHK,1449.0,3.0,110.0,3,7591.44237405107
11603,Ardendale,3 Bedroom,2500.0,3.0,250.0,3,10000.0
11604,Electronic City,3 BHK,1700.0,3.0,90.0,3,5294.117647058823
11605,Hebbal,3 BHK,1920.0,3.0,150.0,3,7812.5
11606,BTM 4th Stage,2 Bedroom,1350.0,2.0,90.0,2,6666.666666666667
11607,Devanahalli Int. Airport,4 Bedroom,4800.0,5.0,350.0,4,7291.666666666667
11608,"Sarjapur Road, ",3 BHK,1700.0,3.0,74.0,3,4352.941176470588
11609,Hoodi,2 BHK,1447.0,3.0,76.0,2,5252.24602626123
11610,Kanakpura Road,2 BHK,1329.0,2.0,107.0,2,8051.166290443943
11611,Sarjapur  Road,3 BHK,1314.0,2.0,70.44,3,5360.730593607306
11612,Hal old airport road,3 Bedroom,1200.0,3.0,110.0,3,9166.666666666666
11613,Basavangudi,6 Bedroom,1214.0,3.0,220.0,6,18121.91103789127
11614,Hosa Road,3 BHK,1513.0,3.0,103.0,3,6807.666886979511
11616,Vittasandra,2 BHK,1246.0,2.0,67.5,2,5417.335473515249
11617,Ganga Nagar,1 BHK,705.0,1.0,65.0,1,9219.85815602837
11618,Dasarahalli,2 BHK,1220.0,2.0,62.0,2,5081.9672131147545
11619,Yelahanka New Town,3 BHK,1800.0,2.0,45.0,3,2500.0
11620,Kaval Byrasandra,3 BHK,1400.0,3.0,75.0,3,5357.142857142857
11621,Kasavanhalli,2 BHK,1245.0,2.0,80.0,2,6425.70281124498
11622,Anantapuram,3 BHK,1495.0,2.0,63.0,3,4214.046822742475
11623,Nagavara,3 Bedroom,2000.0,2.0,275.0,3,13750.0
11624,Gollarapalya Hosahalli,2 BHK,996.0,2.0,36.5,2,3664.6586345381525
11625,Yelahanka New Town,2 BHK,1000.0,2.0,44.0,2,4400.0
11626,Chikka Banaswadi,2 BHK,1250.0,2.0,75.0,2,6000.0
11627,Chandapura,2 BHK,975.0,2.0,24.86,2,2549.74358974359
11628,Thanisandra,3 BHK,1261.0,2.0,80.0,3,6344.171292624901
11629,Electronics City Phase 1,2 BHK,1080.0,2.0,46.0,2,4259.259259259259
11630,Akshayanagara East,2 BHK,1230.0,2.0,50.0,2,4065.040650406504
11631,Kammasandra,2 BHK,982.0,2.0,25.53,2,2599.79633401222
11632,Bommasandra,3 BHK,1260.0,3.0,49.36,3,3917.4603174603176
11633,HSR Layout,3 BHK,1590.0,2.0,135.0,3,8490.566037735849
11634,Horamavu Agara,2 BHK,1220.0,2.0,39.0,2,3196.72131147541
11635,Electronic City Phase II,3 BHK,1320.0,2.0,38.12,3,2887.8787878787875
11636,Green Glen Layout,3 BHK,1750.0,3.0,105.0,3,6000.0
11637,Whitefield,3 BHK,1436.0,2.0,62.15,3,4327.994428969359
11638,TC Palaya,3 Bedroom,1200.0,2.0,66.0,3,5500.0
11639,Malleshwaram,2 BHK,1500.0,2.0,140.0,2,9333.333333333334
11640,Varthur,3 BHK,1560.0,3.0,90.0,3,5769.2307692307695
11641,Whitefield,3 BHK,3758.0,3.0,300.0,3,7982.969664715274
11642,Belatur,2 BHK,1275.0,2.0,59.0,2,4627.450980392156
11643,Ramanjaneyanagar,2 BHK,1040.0,2.0,36.4,2,3500.0
11644,Bellandur,3 BHK,2400.0,3.0,115.0,3,4791.666666666667
11645,Chamrajpet,6 Bedroom,1500.0,9.0,230.0,6,15333.333333333334
11646,Kaggalipura,4 Bedroom,3150.0,5.0,212.0,4,6730.158730158731
11647,Karuna Nagar,3 BHK,1960.0,3.0,165.0,3,8418.367346938776
11648,JP Nagar,4 BHK,3200.0,5.0,309.0,4,9656.25
11649,Yeshwanthpur,2 BHK,1195.0,2.0,100.0,2,8368.200836820084
11650,Yelahanka,2 BHK,1195.0,2.0,53.105,2,4443.933054393306
11651,Hosakerehalli,5 BHK,4500.0,5.0,145.0,5,3222.222222222222
11652,Ulsoor,3 Bedroom,450.0,3.0,70.0,3,15555.555555555555
11653,Sathya Sai Layout,4 Bedroom,4304.0,4.0,699.0,4,16240.706319702602
11654,Javarandoddi,1 BHK,648.0,1.0,40.0,1,6172.83950617284
11655,Sarjapur  Road,3 BHK,2100.0,3.0,130.0,3,6190.476190476191
11656,Thanisandra main road,4 BHK,4209.0,4.0,602.0,4,14302.684723212164
11657,Kudlu,2 BHK,1027.0,2.0,44.0,2,4284.323271665044
11658,Whitefield,4 Bedroom,1575.0,4.0,250.0,4,15873.015873015873
11659,Bommasandra,3 BHK,1365.0,3.0,52.82,3,3869.5970695970695
11660,Yelahanka New Town,1 BHK,650.0,1.0,18.0,1,2769.230769230769
11661,Chandapura,3 Bedroom,1200.0,2.0,52.0,3,4333.333333333333
11662,Cooke Town,2 BHK,1100.0,2.0,90.0,2,8181.818181818182
11663,7th Phase JP Nagar,3 BHK,1075.0,2.0,57.0,3,5302.325581395349
11664,Banashankari,2 BHK,1100.0,2.0,63.0,2,5727.272727272727
11665,Akshya Nagar,3 BHK,1320.0,2.0,58.0,3,4393.939393939394
11666,Kammasandra,3 BHK,1500.0,3.0,65.0,3,4333.333333333333
11667,Vijaypura,4 Bedroom,1200.0,5.0,150.0,4,12500.0
11668,Bapuji Nagar,4 Bedroom,1125.0,3.0,126.0,4,11200.0
11669,Vittasandra,2 BHK,1246.0,2.0,67.5,2,5417.335473515249
11670,Bhoganhalli,3 BHK,1718.0,3.0,90.2,3,5250.291036088475
11671,Bisuvanahalli,3 BHK,1075.0,2.0,32.0,3,2976.7441860465115
11672,Chennammana Kere,3 BHK,1480.0,3.0,75.48,3,5100.0
11673,Austin Town,1 BHK,500.0,1.0,13.0,1,2600.0
11674,3rd Block Banashankari,5 Bedroom,2400.0,4.0,325.0,5,13541.666666666666
11675,Kaikondrahalli,4 Bedroom,1200.0,4.0,125.0,4,10416.666666666666
11676,Kanakpura Road,2 BHK,1041.0,2.0,36.44,2,3500.480307396734
11677,Doddanekundi,2 BHK,1128.0,2.0,48.4,2,4290.780141843971
11678,Hosur Road,3 BHK,1685.0,3.0,90.0,3,5341.246290801187
11679,Guddadahalli,2 BHK,1180.0,2.0,65.0,2,5508.474576271186
11680,Ejipura,2 BHK,1200.0,2.0,60.0,2,5000.0
11681,Mangammanapalya,3 BHK,1250.0,3.0,39.5,3,3160.0
11682,Kanakpura Road,2 BHK,900.0,2.0,41.0,2,4555.555555555556
11683,Chelekare,2 BHK,1000.0,2.0,45.0,2,4500.0
11684,Yelahanka New Town,2 Bedroom,600.0,2.0,80.0,2,13333.333333333334
11685,2nd Stage Nagarbhavi,4 Bedroom,600.0,3.0,82.0,4,13666.666666666666
11686,Vittasandra,2 BHK,1404.0,2.0,70.0,2,4985.754985754986
11687,Ramagondanahalli,3 BHK,1610.0,2.0,115.0,3,7142.857142857143
11688,Varthur,2 BHK,1760.0,2.0,85.0,2,4829.545454545455
11689,Amam Enclave Layout,2 BHK,975.0,2.0,55.0,2,5641.025641025641
11690,Kashi Nagar,2 BHK,1190.0,2.0,42.0,2,3529.4117647058824
11691,Kudlu,2 BHK,1110.0,2.0,46.0,2,4144.144144144144
11692,Rajaji Nagar,3 BHK,2415.0,3.0,399.0,3,16521.739130434784
11693,Gunjur,2 BHK,1235.0,2.0,44.5,2,3603.2388663967613
11694,Nanjappa Garden,2 BHK,1275.0,2.0,55.0,2,4313.725490196079
11695,Victoria Layout,2 BHK,1115.0,2.0,115.0,2,10313.90134529148
11696,Harlur,2 BHK,1197.0,2.0,76.0,2,6349.206349206349
11697,Begur Road,1 BHK,644.0,1.0,32.0,1,4968.944099378882
11698,Bellandur,2 BHK,1251.0,2.0,47.0,2,3756.994404476419
11699,Neeladri Nagar,2 BHK,1105.0,2.0,30.0,2,2714.9321266968327
11700,4th Phase JP Nagar,2 BHK,1080.0,2.0,38.0,2,3518.5185185185187
11701,Kudlu,4 BHK,2100.0,3.0,114.0,4,5428.571428571428
11702,Kammanahalli,4 Bedroom,1600.0,4.0,200.0,4,12500.0
11703,NRI Layout,3 BHK,1731.0,3.0,64.11,3,3703.639514731369
11704,Hormavu,2 BHK,1206.0,2.0,55.0,2,4560.530679933665
11705,Choodasandra,3 BHK,1560.0,3.0,78.0,3,5000.0
11706,7th Phase JP Nagar,1 BHK,750.0,1.0,47.0,1,6266.666666666667
11707,Billekahalli,2 BHK,1035.0,2.0,90.0,2,8695.652173913044
11708,Ramamurthy Nagar,7 Bedroom,1200.0,6.0,150.0,7,12500.0
11709,Sarjapur  Road,1 BHK,702.0,1.0,35.8,1,5099.715099715099
11710,Attibele,3 Bedroom,1700.0,3.0,65.0,3,3823.529411764706
11711,HRBR Layout,2 BHK,1145.0,2.0,68.5,2,5982.532751091703
11712,Ramamurthy Nagar,3 BHK,1208.0,2.0,43.5,3,3600.9933774834435
11713,Brookefield,3 BHK,1589.0,3.0,74.0,3,4657.016991818754
11714,Allalasandra,2 BHK,560.0,2.0,22.0,2,3928.5714285714284
11715,Yelahanka New Town,3 BHK,1426.0,2.0,61.5,3,4312.762973352033
11716,Green Glen Layout,3 BHK,1885.0,3.0,135.0,3,7161.803713527852
11717,Old Madras Road,2 BHK,935.0,2.0,37.77,2,4039.5721925133694
11718,Old Madras Road,2 BHK,1171.0,2.0,73.0,2,6233.98804440649
11719,Singasandra,2 BHK,1465.0,2.0,60.0,2,4095.563139931741
11720,Budigere,3 BHK,1820.0,3.0,95.0,3,5219.780219780219
11721,Raja Rajeshwari Nagar,3 BHK,1580.0,2.0,66.85,3,4231.012658227847
11722,Whitefield,3 BHK,1452.0,2.0,46.29,3,3188.0165289256197
11723,Hennur Road,3 BHK,1445.0,2.0,89.56,3,6197.923875432526
11724,Gollahalli,2 BHK,1170.0,2.0,39.0,2,3333.3333333333335
11725,Anjappa Layout,2 BHK,1070.0,2.0,50.0,2,4672.897196261682
11726,Kanakpura Road,3 BHK,1100.0,3.0,53.0,3,4818.181818181818
11727,Kothanur,2 BHK,1140.0,2.0,56.0,2,4912.2807017543855
11728,Rachenahalli,3 BHK,2600.0,3.0,160.0,3,6153.846153846154
11729,Shikaripalya,3 BHK,1532.0,3.0,59.75,3,3900.1305483028723
11730,AGS Layout,2 BHK,1150.0,2.0,46.0,2,4000.0
11731,Jakkur,2 BHK,1473.0,2.0,85.0,2,5770.536320434488
11732,Kathriguppe,3 BHK,1350.0,3.0,80.99,3,5999.259259259258
11733,Prithvi Layout,4 BHK,4040.0,4.0,500.0,4,12376.237623762376
11734,CV Raman Nagar,3 BHK,1980.0,4.0,166.0,3,8383.838383838383
11735,Hoodi,3 BHK,1660.0,3.0,128.0,3,7710.843373493976
11736,Kogilu,7 Bedroom,2456.0,7.0,85.0,7,3460.912052117264
11737,Chamrajpet,2 BHK,650.0,2.0,45.0,2,6923.076923076923
11738,Neeladri Nagar,5 Bedroom,4000.0,5.0,425.0,5,10625.0
11739,Malleshwaram,3 BHK,2475.0,4.0,340.0,3,13737.373737373737
11740,Chikkakannalli,3 BHK,1495.0,3.0,90.0,3,6020.066889632107
11741,R.T. Nagar,2 BHK,1080.0,2.0,48.0,2,4444.444444444444
11742,Electronic City,3 BHK,1521.0,2.0,57.5,3,3780.4076265614726
11743,Aishwarya Crystal Layout,2 BHK,1053.0,2.0,51.0,2,4843.304843304843
11744,Binny Pete,3 BHK,2406.0,5.0,289.0,3,12011.63757273483
11745,Kanakpura Road,4 Bedroom,800.0,5.0,115.0,4,14375.0
11746,7th Phase JP Nagar,2 BHK,1050.0,2.0,42.0,2,4000.0
11747,Thanisandra,3 BHK,1430.0,2.0,51.48,3,3600.0
11748,Begur,3 BHK,2400.0,3.0,12.0,3,500.0
11749,OLd Gurappanapalya,3 BHK,1250.0,3.0,39.0,3,3120.0
11750,Ramanagara Channapatna,4 Bedroom,1200.0,2.0,75.0,4,6250.0
11751,Ulsoor,1 Bedroom,840.0,1.0,150.0,1,17857.14285714286
11752,Uttarahalli,2 BHK,1000.0,2.0,39.5,2,3950.0
11753,Bannerghatta Road,3 BHK,1630.0,3.0,68.0,3,4171.7791411042945
11754,Kammasandra,2 BHK,985.0,2.0,40.5,2,4111.675126903553
11755,BTM 2nd Stage,2 BHK,1200.0,2.0,70.0,2,5833.333333333333
11756,Ambalipura,3 BHK,1650.0,3.0,100.0,3,6060.606060606061
11757,Mico Layout,3 BHK,1670.0,3.0,59.0,3,3532.934131736527
11758,5th Block Hbr Layout,5 BHK,1200.0,5.0,205.0,5,17083.333333333332
11759,Sarjapur  Road,4 Bedroom,1240.0,4.0,110.0,4,8870.967741935483
11760,Maheswari Nagar,2 BHK,1000.0,2.0,60.0,2,6000.0
11761,Doddabanahalli,2 BHK,830.0,2.0,26.0,2,3132.5301204819275
11762,Ramagondanahalli,3 Bedroom,1200.0,3.0,56.1,3,4675.0
11763,Sadashiva Nagar,5 Bedroom,9600.0,7.0,2736.0,5,28500.0
11764,Begur Road,4 BHK,2500.0,6.0,122.5,4,4900.0
11765,Haralur Road,2 BHK,1140.0,2.0,43.0,2,3771.9298245614036
11766,Nagarbhavi,3 BHK,1635.0,3.0,85.0,3,5198.7767584097855
11767,HSR Layout,2 BHK,1120.0,2.0,70.0,2,6250.0
11768,Kamakya Layout,6 Bedroom,2750.0,6.0,200.0,6,7272.727272727273
11769,Sector 7 HSR Layout,3 BHK,1760.0,3.0,185.0,3,10511.363636363636
11770,Harlur,3 BHK,2137.0,3.0,110.0,3,5147.402901263454
11771,Hennur Road,2 BHK,973.0,2.0,50.74,2,5214.799588900309
11772,Kundalahalli,3 BHK,1724.0,3.0,146.0,3,8468.677494199535
11773,Banashankari,2 BHK,1020.0,2.0,40.79,2,3999.0196078431372
11774,Hsr layout sector3,4 Bedroom,1200.0,4.0,375.0,4,31250.0
11775,Electronic City,1 BHK,750.0,1.0,35.0,1,4666.666666666667
11776,Kambipura,2 BHK,883.0,2.0,49.0,2,5549.263873159683
11777,Thyagraj Nagar,2 Bedroom,660.0,2.0,76.0,2,11515.151515151516
11778,Ramagondanahalli,4 BHK,2787.0,5.0,220.0,4,7893.792608539648
11779,Devasthanagalu,3 BHK,1470.0,2.0,60.0,3,4081.6326530612246
11780,Electronics City Phase 1,2 BHK,891.0,2.0,24.95,2,2800.2244668911335
11781,"Sarjapur Road, ",2 BHK,1275.0,2.0,76.0,2,5960.78431372549
11782,Kothanur,3 BHK,1787.0,3.0,120.0,3,6715.165081141578
11783,8th Phase JP Nagar,5 Bedroom,1730.0,5.0,75.0,5,4335.260115606937
11784,Sarjapur  Road,2 BHK,1320.0,2.0,110.0,2,8333.333333333334
11785,Yeshwanthpur,3 BHK,1692.0,3.0,108.0,3,6382.978723404255
11786,Bannerghatta Road,3 BHK,1400.0,3.0,69.0,3,4928.571428571428
11787,Sarjapur  Road,2 BHK,1115.0,2.0,50.0,2,4484.304932735426
11788,Whitefield,2 BHK,1370.0,2.0,56.0,2,4087.5912408759123
11789,Thirumenahalli,3 BHK,1602.0,3.0,56.0,3,3495.6304619225966
11790,"Hoodi Circle, ",1 BHK,793.0,1.0,40.0,1,5044.136191677176
11791,GM Palaya,1 BHK,675.0,1.0,35.0,1,5185.185185185185
11792,Chikka Tirupathi,4 Bedroom,3250.0,4.0,136.0,4,4184.615384615385
11793,Whitefield,2 BHK,1050.0,2.0,43.0,2,4095.2380952380954
11794,Jalahalli East,2 BHK,1035.0,2.0,42.5,2,4106.280193236715
11795,Sarjapur  Road,3 BHK,1200.0,2.0,44.0,3,3666.6666666666665
11796,Sarjapur  Road,3 BHK,1800.0,3.0,128.0,3,7111.111111111111
11797,Green Glen Layout,3 BHK,1625.0,3.0,70.0,3,4307.692307692308
11798,Electronics City Phase 1,2 BHK,1032.0,2.0,31.99,2,3099.8062015503874
11799,Whitefield,3 BHK,1496.0,2.0,71.81,3,4800.133689839572
11800,Kothnoor Dinne,2 BHK,1100.0,2.0,38.0,2,3454.5454545454545
11801,Kundalahalli,3 BHK,1500.0,3.0,50.0,3,3333.3333333333335
11802,Electronic City Phase II,2 BHK,1125.0,2.0,32.63,2,2900.444444444445
11803,Chikka Banaswadi,3 BHK,1555.0,3.0,73.0,3,4694.5337620578775
11804,Amruthahalli,2 BHK,1025.0,2.0,42.0,2,4097.5609756097565
11805,Hennur Road,3 BHK,1482.0,2.0,83.73,3,5649.797570850203
11806,Banagirinagar,3 BHK,1630.0,2.0,130.0,3,7975.460122699386
11807,Arekere,2 BHK,900.0,2.0,44.5,2,4944.444444444444
11808,Yelahanka,3 BHK,1355.0,2.0,75.0,3,5535.055350553505
11809,1st Block Koramangala,4 Bedroom,2360.0,4.0,601.0,4,25466.101694915254
11810,Akshaya Nagar,2 BHK,1200.0,2.0,45.0,2,3750.0
11811,Suraksha Nagar,3 BHK,1563.0,3.0,63.0,3,4030.7101727447216
11812,Medaralli,4 Bedroom,1344.0,4.0,84.0,4,6250.0
11813,6th block Koramangala,3 BHK,3000.0,3.0,400.0,3,13333.333333333334
11814,5th Phase JP Nagar,2 BHK,812.0,2.0,42.0,2,5172.413793103448
11815,Basaveshwara Nagar,2 BHK,1200.0,2.0,70.0,2,5833.333333333333
11816,Yelahanka,4 BHK,3175.0,4.0,156.0,4,4913.385826771653
11817,Marathahalli,2 BHK,1360.0,2.0,101.0,2,7426.470588235294
11818,Hegde Nagar,3 BHK,1835.0,3.0,88.0,3,4795.6403269754765
11819,Rachenahalli,3 BHK,1756.0,3.0,110.0,3,6264.236902050114
11820,8th Phase JP Nagar,3 BHK,1296.0,2.0,51.83,3,3999.2283950617284
11821,Haralur Road,2 BHK,1300.0,2.0,75.0,2,5769.2307692307695
11822,Anandapura,2 BHK,1141.0,2.0,50.0,2,4382.120946538124
11823,Poorna Pragna Layout,3 BHK,1270.0,2.0,50.79,3,3999.212598425197
11824,Electronic City,2 BHK,1210.0,2.0,55.0,2,4545.454545454545
11825,Hormavu,2 BHK,1310.0,2.0,67.0,2,5114.503816793893
11826,Ejipura,5 Bedroom,1356.0,5.0,139.0,5,10250.737463126843
11827,Magadi Road,3 BHK,1187.0,2.0,55.195,3,4649.957877000842
11828,Gubbalala,3 BHK,1745.0,3.0,140.0,3,8022.9226361031515
11829,KR Puram,5 Bedroom,1200.0,5.0,125.0,5,10416.666666666666
11830,Raja Rajeshwari Nagar,2 BHK,1050.0,2.0,37.0,2,3523.809523809524
11831,Banashankari,4 Bedroom,2400.0,4.0,500.0,4,20833.333333333332
11832,Electronic City Phase II,2 BHK,1140.0,2.0,34.0,2,2982.4561403508774
11833,Varthur,2 BHK,1210.0,2.0,54.0,2,4462.809917355372
11834,Kasavanhalli,3 BHK,2035.0,3.0,142.0,3,6977.886977886978
11835,Sarjapur,1 BHK,633.0,1.0,17.09,1,2699.8420221169035
11836,Amruthahalli,1 BHK,485.0,1.0,19.5,1,4020.618556701031
11837,Varthur,2 BHK,1112.0,2.0,40.0,2,3597.122302158273
11838,Ullal Uppanagar,2 Bedroom,1200.0,2.0,82.0,2,6833.333333333333
11839,Sarjapur  Road,3 BHK,2275.0,4.0,187.0,3,8219.78021978022
11840,Doddanakundi Industrial Area 2,3 BHK,1419.0,3.0,85.0,3,5990.133897110642
11841,Sri Sai Layout,2 BHK,1195.0,2.0,42.4,2,3548.1171548117154
11842,Versova Layout,3 Bedroom,2020.0,3.0,270.0,3,13366.336633663366
11843,Kundalahalli,2 BHK,1047.0,2.0,91.0,2,8691.499522445081
11844,Thanisandra,3 BHK,1884.0,4.0,117.0,3,6210.1910828025475
11845,Malleshpalya,3 Bedroom,1200.0,3.0,149.0,3,12416.666666666666
11846,Bannerghatta Road,2 BHK,905.0,2.0,58.0,2,6408.839779005525
11847,JP Nagar,3 BHK,1500.0,2.0,108.0,3,7200.0
11848,Chikkajala,1 BHK,850.0,1.0,50.0,1,5882.35294117647
11849,Bommasandra Industrial Area,2 BHK,1125.0,2.0,32.49,2,2888.0
11850,Tindlu,2 BHK,1165.0,2.0,59.8,2,5133.0472103004295
11851,Maruthi Sevanagar,2 BHK,933.0,2.0,55.0,2,5894.962486602358
11852,Hennur Road,3 BHK,1305.0,2.0,77.0,3,5900.383141762452
11853,Billekahalli,2 BHK,1125.0,2.0,65.0,2,5777.777777777777
11854,BSM Extension,2 BHK,865.0,2.0,33.0,2,3815.0289017341042
11855,Jigani,3 BHK,1245.0,3.0,66.0,3,5301.204819277108
11856,Kalyan nagar,2 BHK,8840.0,2.0,300.0,2,3393.665158371041
11857,Udayagiri,3 BHK,1145.0,2.0,60.0,3,5240.174672489083
11858,AECS Layout,3 BHK,2000.0,3.0,90.0,3,4500.0
11859,Hosa Road,1 BHK,625.0,1.0,43.68,1,6988.8
11860,Kundalahalli,3 BHK,1724.0,3.0,128.0,3,7424.593967517401
11861,Madiwala,1 Bedroom,400.0,1.0,75.0,1,18750.0
11862,Sarjapur  Road,3 BHK,1270.0,2.0,54.0,3,4251.968503937008
11863,Madiwala,3 BHK,1250.0,3.0,39.5,3,3160.0
11864,Jakkur,3 BHK,1485.0,3.0,72.0,3,4848.484848484848
11865,Shankarapuram,2 BHK,823.0,2.0,80.0,2,9720.534629404618
11866,7th Phase JP Nagar,2 BHK,990.0,2.0,50.0,2,5050.50505050505
11867,TC Palaya,3 Bedroom,1200.0,2.0,66.0,3,5500.0
11868,Kothanur,2 BHK,1185.0,2.0,59.0,2,4978.9029535864975
11869,Kadubeesanahalli,2 BHK,1140.0,2.0,78.0,2,6842.105263157895
11870,Ambedkar Nagar,3 BHK,1950.0,4.0,120.0,3,6153.846153846154
11871,Yelahanka,3 BHK,1756.0,3.0,125.0,3,7118.451025056947
11872,Kumaraswami Layout,4 Bedroom,2600.0,4.0,300.0,4,11538.461538461539
11873,Chandapura,1 BHK,520.0,1.0,14.04,1,2700.0
11874,Doddakannelli,2 BHK,1025.0,2.0,48.0,2,4682.926829268293
11875,Whitefield,2 BHK,1216.0,2.0,72.0,2,5921.0526315789475
11876,Sarjapur  Road,2 BHK,1026.0,2.0,60.8,2,5925.925925925926
11877,Sarjapur  Road,4 BHK,3335.0,4.0,300.0,4,8995.502248875562
11878,Kodichikkanahalli,5 Bedroom,2700.0,4.0,125.0,5,4629.62962962963
11879,Begur,3 BHK,1411.0,2.0,60.0,3,4252.303330970943
11880,Kanakpura Road,3 BHK,1320.0,2.0,39.6,3,3000.0
11881,Bannerghatta,2 BHK,1320.0,2.0,50.0,2,3787.878787878788
11882,OMBR Layout,4 Bedroom,615.0,4.0,110.0,4,17886.17886178862
11883,Kalena Agrahara,3 BHK,1804.0,3.0,155.0,3,8592.017738359202
11884,HSR Layout,2 BHK,1140.0,2.0,46.0,2,4035.0877192982457
11885,Banjara Layout,4 Bedroom,1200.0,4.0,105.0,4,8750.0
11886,Hebbal,4 BHK,2375.0,4.0,189.0,4,7957.894736842105
